,postcode,easting,northing,Unnamed: 0,price,date,type,seconds,years,QS501EW_0,QS501EW_1,QS501EW_2,QS501EW_3,QS501EW_4,QS501EW_5,QS501EW_6,QS501EW_7,lat,lon,oa
795,HA3 7PJ,515954,189796,1368354,70000,1996-10-18 00:00,T,845593200.0,1996.0,323.0,42.0,28.0,52.0,10.0,43.0,93.0,55.0,51.595078,-0.327419,E00010912
796,E14 9PB,538542,180420,18039949,285000,2012-01-20 00:00,F,1327017600.0,2012.0,210.0,3.0,4.0,7.0,1.0,13.0,165.0,17.0,51.505738,-0.005194,E00167137
797,HA4 9EA,511274,186675,5558573,57000,2000-01-14 00:00,F,947808000.0,2000.0,247.0,67.0,33.0,40.0,8.0,20.0,62.0,17.0,51.567951,-0.395914,E00012052
798,DA9 9LT,559048,174205,19254822,200000,2014-10-03 00:00,T,1412290800.0,2014.0,266.0,44.0,49.0,57.0,8.0,36.0,65.0,7.0,51.444488,0.287236,E00122570
799,HP2 4EN,506858,207422,16611002,144950,2010-03-11 00:00,F,1268265600.0,2010.0,188.0,61.0,41.0,23.0,3.0,21.0,28.0,11.0,51.755303,-0.453287,E00118637
800,SL2 5NY,499242,180511,11767220,175000,2005-11-25 00:00,T,1132876800.0,2005.0,343.0,97.0,51.0,41.0,5.0,43.0,56.0,50.0,51.514816,-0.5712,E00083400
801,SL2 5NY,499242,180511,4220209,67950,1999-06-23 00:00,T,930092400.0,1999.0,343.0,97.0,51.0,41.0,5.0,43.0,56.0,50.0,51.514816,-0.5712,E00083400
802,IG1 4FE,544837,187175,14009167,250000,2007-10-01 00:00,F,1191193200.0,2007.0,232.0,26.0,24.0,25.0,3.0,30.0,90.0,34.0,51.564857,0.088221,E00175139
803,CR2 7NL,534622,162842,192127,149500,1995-10-13 00:00,T,813538800.0,1995.0,284.0,55.0,39.0,43.0,7.0,32.0,95.0,13.0,51.348594,-0.068262,E00005601
804,NW3 2HX,528076,185550,16787359,400000,2010-05-14 00:00,F,1273791600.0,2010.0,157.0,15.0,14.0,13.0,2.0,18.0,75.0,20.0,51.554306,-0.154043,E00004394
805,RM2 5LB,552338,189676,21382113,610000,2016-01-08 00:00,S,1452211200.0,2016.0,227.0,46.0,20.0,45.0,7.0,31.0,68.0,10.0,51.585354,0.197441,E00011735
806,DA7 4UU,547719,175839,20034221,250000,2014-09-19 00:00,T,1411081200.0,2014.0,262.0,43.0,34.0,60.0,10.0,35.0,69.0,11.0,51.462254,0.125025,E00001937
807,SE3 7SF,540209,177882,15146388,180000,2008-06-19 00:00,F,1213830000.0,2008.0,163.0,5.0,13.0,10.0,1.0,22.0,105.0,7.0,51.482521,0.017802,E00007861
808,UB9 4EQ,504568,184949,4501235,275000,1999-02-22 00:00,D,919641600.0,1999.0,323.0,56.0,43.0,50.0,16.0,50.0,87.0,21.0,51.553747,-0.493157,E00089881
809,SE6 4LN,536790,172538,12994972,195000,2006-07-07 00:00,T,1152226800.0,2006.0,206.0,33.0,19.0,28.0,2.0,24.0,74.0,26.0,51.435335,-0.03347,E00016121
810,KT3 3QQ,521127,168286,2664857,165000,1997-04-16 00:00,S,861145200.0,1997.0,289.0,35.0,25.0,48.0,3.0,36.0,118.0,24.0,51.400682,-0.260137,E00014761
811,HP7 9JR,497994,197895,4120845,83000,1999-07-30 00:00,T,933289200.0,1999.0,237.0,51.0,26.0,31.0,5.0,21.0,90.0,13.0,51.671291,-0.58433,E00089510
812,SL6 5AS,486650,181103,10676397,375000,2004-06-16 00:00,D,1087340400.0,2004.0,261.0,19.0,23.0,51.0,6.0,38.0,118.0,6.0,51.522207,-0.752413,E00083806
813,SW6 5AB,524624,176832,11794369,245000,2005-06-03 00:00,F,1117753200.0,2005.0,250.0,10.0,11.0,19.0,6.0,36.0,148.0,20.0,51.476757,-0.206929,E00009775
814,SE7 7LR,540696,177888,9528146,210000,2003-02-14 00:00,T,1045180800.0,2003.0,251.0,30.0,11.0,28.0,3.0,26.0,134.0,19.0,51.482454,0.024813,E00007907
815,KT6 4EA,517653,167422,7682078,195950,2002-01-11 00:00,F,1010707200.0,2002.0,180.0,7.0,8.0,11.0,5.0,17.0,122.0,10.0,51.393647,-0.31034,E00015061
816,KT6 4EA,517653,167422,6178217,142500,2000-02-04 00:00,F,949622400.0,2000.0,180.0,7.0,8.0,11.0,5.0,17.0,122.0,10.0,51.393647,-0.31034,E00015061
817,E17 3HT,538309,189856,4426162,40000,1999-05-17 00:00,F,926895600.0,1999.0,299.0,52.0,34.0,44.0,6.0,36.0,86.0,41.0,51.59062,-0.004754,E00022449
818,E17 3HT,538309,189856,7564068,80000,2002-04-30 00:00,F,1020121200.0,2002.0,299.0,52.0,34.0,44.0,6.0,36.0,86.0,41.0,51.59062,-0.004754,E00022449
819,N14 6DU,529590,193751,10744946,340000,2004-06-30 00:00,S,1088550000.0,2004.0,296.0,27.0,20.0,30.0,2.0,36.0,164.0,17.0,51.62765,-0.129178,E00007578
820,W11 1NL,524491,181187,10163748,215000,2004-12-17 00:00,F,1103241600.0,2004.0,261.0,70.0,34.0,23.0,2.0,20.0,80.0,32.0,51.515898,-0.207281,E00014177
821,LU5 6DZ,501027,228375,807928,52000,1996-02-29 00:00,T,825552000.0,1996.0,218.0,55.0,33.0,36.0,11.0,32.0,44.0,7.0,51.944702,-0.531611,E00088949
822,BR2 8LZ,542459,166529,17842060,250000,2012-11-23 00:00,T,1353628800.0,2012.0,200.0,39.0,23.0,33.0,10.0,25.0,55.0,15.0,51.379943,0.045621,E00003214
823,BR2 0UL,539462,167879,13331408,154000,2006-04-19 00:00,F,1145401200.0,2006.0,272.0,37.0,33.0,33.0,2.0,37.0,113.0,17.0,51.392818,0.003115,E00004065
824,E11 4EU,538534,185989,9787166,203000,2003-05-21 00:00,T,1053471600.0,2003.0,413.0,58.0,33.0,48.0,4.0,45.0,146.0,79.0,51.555782,-0.00312,E00171502
825,NW6 5JS,525786,183296,14707821,307500,2007-11-15 00:00,F,1195084800.0,2007.0,311.0,33.0,18.0,24.0,1.0,24.0,172.0,39.0,51.534564,-0.187861,E00023415
826,UB5 4DE,512870,185091,3712905,46000,1998-03-27 00:00,F,890956800.0,1998.0,232.0,56.0,35.0,26.0,7.0,30.0,43.0,35.0,51.553425,-0.373418,E00006567
827,KT3 6QG,522412,168108,4242564,77500,1999-04-28 00:00,F,925254000.0,1999.0,230.0,34.0,19.0,25.0,3.0,31.0,82.0,36.0,51.398896,-0.242307,E00017552
828,NW3 2JB,528150,185587,11519428,724000,2005-10-26 00:00,T,1130281200.0,2005.0,175.0,10.0,8.0,7.0,2.0,16.0,117.0,15.0,51.554622,-0.152963,E00004385
829,TW8 8NG,516886,177472,6392176,68011,2001-12-18 00:00,F,1008633600.0,2001.0,307.0,96.0,50.0,39.0,2.0,26.0,58.0,36.0,51.484132,-0.318044,E00013328
830,SE3 7TP,540168,177084,8821253,195000,2002-12-13 00:00,F,1039737600.0,2002.0,264.0,19.0,14.0,8.0,1.0,23.0,192.0,7.0,51.475367,0.016997,E00007884
831,HP1 1TR,504949,206977,11712880,182500,2005-08-23 00:00,T,1124751600.0,2005.0,253.0,50.0,34.0,47.0,9.0,37.0,65.0,11.0,51.751675,-0.48106,E00118771
832,HP1 1TR,504949,206977,6376748,119950,2001-05-17 00:00,T,990054000.0,2001.0,253.0,50.0,34.0,47.0,9.0,37.0,65.0,11.0,51.751675,-0.48106,E00118771
833,HP3 9GE,506262,204926,14992027,188250,2007-04-05 00:00,F,1175727600.0,2007.0,247.0,13.0,32.0,33.0,5.0,22.0,135.0,7.0,51.732985,-0.462702,E00169633
834,W10 6NU,523648,181560,10454175,425000,2004-05-21 00:00,F,1085094000.0,2004.0,271.0,47.0,20.0,21.0,8.0,23.0,123.0,29.0,51.519345,-0.218719,E00014616
835,HA4 6TD,511097,184853,3704628,27000,1998-09-30 00:00,T,907110000.0,1998.0,271.0,59.0,47.0,38.0,13.0,27.0,63.0,24.0,51.551637,-0.399055,E00012438
836,CM7 3SU,576864,223264,12507389,154000,2006-11-30 00:00,T,1164844800.0,2006.0,198.0,54.0,30.0,39.0,5.0,24.0,35.0,11.0,51.880063,0.567996,E00108555
837,TN1 2NG,558882,139724,5187808,155000,2000-08-18 00:00,F,966553200.0,2000.0,299.0,36.0,25.0,29.0,3.0,42.0,147.0,17.0,51.134752,0.269521,E00126001
838,CR8 4LF,530407,161033,7959031,430000,2002-07-04 00:00,D,1025737200.0,2002.0,280.0,17.0,31.0,50.0,6.0,40.0,127.0,9.0,51.333445,-0.129465,E00005122
839,RM6 4BY,547104,188193,12780249,185000,2006-03-14 00:00,T,1142294400.0,2006.0,334.0,42.0,50.0,49.0,4.0,36.0,120.0,33.0,51.573418,0.12133,E00018472
840,SE1 4YL,532849,178905,2959499,119000,1998-06-01 00:00,F,896655600.0,1998.0,236.0,17.0,13.0,7.0,2.0,49.0,134.0,14.0,51.493489,-0.087742,E00019937
841,SL9 0DL,500569,191442,8129836,380000,2002-10-14 00:00,D,1034550000.0,2002.0,329.0,34.0,37.0,37.0,14.0,44.0,153.0,10.0,51.612835,-0.548959,E00089601
842,BR1 3DH,541195,169502,7975361,105000,2002-01-18 00:00,F,1011312000.0,2002.0,283.0,58.0,36.0,34.0,6.0,27.0,112.0,10.0,51.406974,0.028652,E00003118
843,DA8 3HB,550243,177060,12409738,145000,2005-10-04 00:00,S,1128380400.0,2005.0,246.0,68.0,53.0,33.0,5.0,25.0,45.0,17.0,51.472561,0.161849,E00002152
844,LU3 1RU,507376,223125,6931565,101000,2001-09-07 00:00,S,999817200.0,2001.0,297.0,65.0,43.0,25.0,3.0,39.0,70.0,52.0,51.896593,-0.441137,E00079803
845,LU3 4AP,507238,225737,3172964,38000,1998-03-27 00:00,T,890956800.0,1998.0,210.0,33.0,40.0,36.0,12.0,37.0,43.0,9.0,51.919805,-0.442136,E00079432
846,SM6 9PG,529036,163370,16052615,188000,2009-07-27 00:00,F,1248649200.0,2009.0,178.0,60.0,13.0,25.0,7.0,24.0,37.0,12.0,51.35476,-0.148302,E00021048
847,DA5 2JF,551534,172181,16940469,181000,2010-12-10 00:00,S,1291939200.0,2010.0,280.0,69.0,46.0,50.0,7.0,25.0,68.0,15.0,51.42837,0.178305,E00122616
848,IG9 5JZ,540379,193787,1791151,240000,1997-03-17 00:00,D,858556800.0,1997.0,224.0,54.0,34.0,27.0,5.0,19.0,81.0,4.0,51.625397,0.026591,E00018829
849,KT1 2LL,517858,168032,18950238,332500,2013-06-14 00:00,F,1371164400.0,2013.0,184.0,16.0,8.0,10.0,3.0,23.0,107.0,17.0,51.39905,-0.307136,E00014941
850,RM6 5ER,548082,189170,10935560,117000,2004-04-15 00:00,F,1081983600.0,2004.0,225.0,68.0,45.0,35.0,1.0,25.0,25.0,26.0,51.581914,0.134818,E00000142
851,KT7 0TX,516505,166795,2849917,60000,1997-08-06 00:00,F,870822000.0,1997.0,221.0,21.0,15.0,28.0,2.0,17.0,123.0,15.0,51.388249,-0.327038,E00154809
852,HA3 7HE,515674,190747,16067196,310000,2009-07-29 00:00,S,1248822000.0,2009.0,294.0,89.0,25.0,34.0,9.0,27.0,67.0,43.0,51.603691,-0.331146,E00010729
853,CR2 7RB,535036,163117,4797944,168500,1999-12-23 00:00,S,945907200.0,1999.0,241.0,35.0,31.0,52.0,8.0,28.0,68.0,19.0,51.351094,-0.062269,E00005598
854,E17 9HH,538400,189123,10648378,218500,2004-04-07 00:00,T,1081292400.0,2004.0,367.0,55.0,61.0,35.0,7.0,36.0,143.0,30.0,51.583977,-0.003819,E00022478
855,CR3 5XP,532421,156261,11608183,190000,2005-12-16 00:00,F,1134691200.0,2005.0,394.0,64.0,55.0,66.0,12.0,54.0,130.0,13.0,51.290114,-0.102427,E00157334
856,BR5 3LS,547853,168722,4985868,74000,1999-07-23 00:00,T,932684400.0,1999.0,222.0,82.0,32.0,32.0,6.0,23.0,33.0,14.0,51.39827,0.123984,E00003501
857,SE6 1UZ,539077,172975,9073814,46000,2003-05-19 00:00,T,1053298800.0,2003.0,333.0,41.0,52.0,57.0,11.0,41.0,105.0,26.0,51.438705,-0.000418,E00016298
858,AL6 0AE,524751,215239,9692831,499950,2003-12-19 00:00,S,1071792000.0,2003.0,255.0,17.0,15.0,35.0,4.0,30.0,145.0,9.0,51.821857,-0.191374,E00121708
859,DA8 1PJ,550589,178385,8107831,119995,2002-07-22 00:00,T,1027292400.0,2002.0,254.0,44.0,48.0,52.0,6.0,37.0,53.0,14.0,51.484495,0.16767,E00001993
860,RH2 0QL,525892,150329,8878719,330000,2003-07-23 00:00,D,1058914800.0,2003.0,223.0,16.0,26.0,45.0,3.0,14.0,110.0,9.0,51.238261,-0.19801,E00156170
861,AL7 1QE,525633,213237,18101247,200000,2012-08-15 00:00,T,1344985200.0,2012.0,257.0,36.0,45.0,41.0,14.0,23.0,87.0,11.0,51.803697,-0.17938,E00121428
862,SL7 2RE,483996,186715,729592,166000,1995-09-08 00:00,D,810514800.0,1995.0,260.0,18.0,26.0,26.0,5.0,35.0,138.0,12.0,51.573128,-0.78936,E00090258
863,UB3 4EU,509449,178653,12061999,194000,2005-10-25 00:00,T,1130194800.0,2005.0,235.0,76.0,46.0,31.0,4.0,19.0,27.0,32.0,51.496224,-0.424739,E00012384
864,GU5 0UQ,502927,143678,4553930,235000,1999-12-06 00:00,D,944438400.0,1999.0,201.0,36.0,16.0,30.0,3.0,23.0,84.0,9.0,51.183068,-0.528755,E00157735
865,HA5 3TP,510988,190364,13440896,219000,2006-03-10 00:00,T,1141948800.0,2006.0,313.0,60.0,41.0,38.0,6.0,42.0,92.0,34.0,51.601182,-0.398902,E00010955
866,NW1 3LN,529014,182633,19904097,415000,2014-03-28 00:00,F,1395964800.0,2014.0,269.0,64.0,30.0,28.0,4.0,59.0,61.0,23.0,51.527879,-0.141589,E00004696
867,HP1 3BU,502940,211260,14999844,250000,2007-06-12 00:00,T,1181602800.0,2007.0,313.0,55.0,42.0,44.0,12.0,42.0,105.0,13.0,51.790525,-0.508914,E00119023
868,IG7 4PW,545575,192321,2686212,64000,1997-07-18 00:00,T,869180400.0,1997.0,241.0,73.0,45.0,30.0,4.0,18.0,50.0,21.0,51.610906,0.100994,E00018726
869,NW5 4HG,527887,185077,5540751,148000,2000-07-28 00:00,F,964738800.0,2000.0,226.0,24.0,14.0,17.0,3.0,23.0,122.0,23.0,51.550109,-0.157054,E00004480
870,TN5 6QS,563982,133797,4475226,315000,1999-02-12 00:00,D,918777600.0,1999.0,295.0,22.0,34.0,52.0,12.0,56.0,114.0,5.0,51.080064,0.33966,E00107838
871,DA4 0JJ,553886,165935,17711323,900000,2012-11-30 00:00,D,1354233600.0,2012.0,231.0,33.0,26.0,38.0,8.0,24.0,98.0,4.0,51.371785,0.20957,E00124017
872,ME7 1ER,577479,168685,16896423,135000,2010-05-05 00:00,T,1273014000.0,2010.0,264.0,67.0,34.0,50.0,7.0,42.0,45.0,19.0,51.389451,0.549421,E00081046
873,N10 1QU,527960,190729,14273065,415000,2007-04-30 00:00,T,1177887600.0,2007.0,236.0,17.0,24.0,34.0,2.0,20.0,123.0,16.0,51.600866,-0.153845,E00170309
874,WD4 9EA,504422,202372,5559144,187000,2000-11-10 00:00,S,973814400.0,2000.0,250.0,62.0,34.0,42.0,10.0,29.0,67.0,6.0,51.710374,-0.490072,E00118763
875,E11 2EW,540634,188720,20881794,815000,2015-10-02 00:00,T,1443740400.0,2015.0,307.0,26.0,26.0,25.0,5.0,25.0,182.0,18.0,51.579803,0.028243,E00018967
876,GU4 8LX,502312,147097,17854317,430000,2012-01-10 00:00,D,1326153600.0,2012.0,295.0,28.0,30.0,60.0,9.0,34.0,124.0,10.0,51.213902,-0.536578,E00155458
877,BR5 1QZ,545598,167367,3810346,230000,1998-08-28 00:00,D,904258800.0,1998.0,315.0,26.0,33.0,54.0,12.0,31.0,146.0,13.0,51.386677,0.091037,E00003546
878,HA4 6SL,511035,185341,13027530,120000,2006-03-21 00:00,F,1142899200.0,2006.0,253.0,47.0,50.0,40.0,5.0,25.0,70.0,16.0,51.556036,-0.399795,E00012432
879,SW4 6HA,529616,175816,11828779,235000,2005-07-18 00:00,F,1121641200.0,2005.0,254.0,29.0,15.0,18.0,2.0,19.0,154.0,17.0,51.466405,-0.13532,E00015301
880,SL9 7PF,499238,187932,8266556,2450000,2002-11-22 00:00,D,1037923200.0,2002.0,393.0,25.0,31.0,44.0,3.0,39.0,217.0,34.0,51.581521,-0.569167,E00089919
881,SW4 6LR,529752,175982,5005430,146500,1999-08-13 00:00,F,934498800.0,1999.0,270.0,10.0,11.0,23.0,3.0,29.0,173.0,21.0,51.467939,-0.1334,E00015604
882,N16 0TL,533127,186361,12624800,438000,2006-03-31 00:00,T,1143759600.0,2006.0,193.0,26.0,15.0,29.0,6.0,15.0,98.0,4.0,51.560426,-0.080924,E00008652
883,ME5 9HG,575817,163064,22011023,305000,2016-08-12 00:00,S,1470956400.0,2016.0,289.0,40.0,56.0,63.0,11.0,41.0,65.0,13.0,51.339439,0.52278,E00081720
884,SM5 2TH,528052,165015,19516947,380000,2014-04-07 00:00,T,1396825200.0,2014.0,222.0,19.0,24.0,43.0,7.0,22.0,92.0,15.0,51.369766,-0.161819,E00020657
885,SW4 9HG,529215,174400,19051220,812500,2013-02-18 00:00,T,1361145600.0,2013.0,273.0,2.0,8.0,9.0,1.0,19.0,222.0,12.0,51.453845,-0.141719,E00015267
886,BR7 5ND,543505,169759,6930746,164000,2001-04-27 00:00,T,988326000.0,2001.0,272.0,21.0,17.0,49.0,6.0,32.0,138.0,9.0,51.408704,0.061945,E00003329
887,TN9 2TQ,558408,145978,1083312,74450,1996-01-26 00:00,S,822614400.0,1996.0,235.0,32.0,26.0,39.0,9.0,39.0,80.0,10.0,51.191075,0.265504,E00125666
888,SL1 9DL,495434,179766,810506,31500,1996-04-15 00:00,F,829522800.0,1996.0,223.0,30.0,23.0,39.0,3.0,26.0,71.0,31.0,51.508775,-0.626262,E00083207
889,RM5 3EP,550446,190423,14878468,223500,2007-05-25 00:00,T,1180047600.0,2007.0,274.0,80.0,38.0,48.0,10.0,43.0,42.0,13.0,51.592528,0.170486,E00011654
890,IG7 6DF,546974,193730,4989513,113000,1999-05-26 00:00,T,927673200.0,1999.0,246.0,70.0,27.0,35.0,8.0,23.0,68.0,15.0,51.623203,0.121773,E00110478
891,SM5 2QS,527578,165222,7259661,151000,2001-07-09 00:00,S,994633200.0,2001.0,262.0,42.0,48.0,52.0,2.0,25.0,72.0,21.0,51.371733,-0.168551,E00020990
892,HP6 5LT,496685,199505,17086810,800000,2011-05-12 00:00,D,1305154800.0,2011.0,264.0,20.0,21.0,29.0,3.0,25.0,161.0,5.0,51.685989,-0.602808,E00089641
893,IG1 4AF,544528,187217,3347535,70000,1998-01-08 00:00,T,884217600.0,1998.0,250.0,51.0,29.0,31.0,5.0,25.0,75.0,34.0,51.565251,0.083767,E00018876
894,E17 5BU,536912,190639,3793310,70000,1998-07-31 00:00,T,901839600.0,1998.0,318.0,73.0,58.0,44.0,6.0,32.0,78.0,27.0,51.597963,-0.024691,E00021860
895,KT8 9HE,515306,168293,6189650,119950,2000-08-04 00:00,F,965343600.0,2000.0,243.0,21.0,12.0,32.0,4.0,29.0,134.0,11.0,51.401957,-0.343776,E00154700
896,EN3 6GU,537318,198758,21009802,167000,2015-07-24 00:00,F,1437692400.0,2015.0,351.0,66.0,52.0,39.0,8.0,28.0,129.0,29.0,51.670739,-0.015654,E00007177
897,SM2 6DW,525468,162173,17340690,275000,2011-01-28 00:00,S,1296172800.0,2011.0,189.0,18.0,16.0,29.0,7.0,19.0,86.0,14.0,51.344792,-0.199937,E00020623
898,IG5 0XB,543639,190714,663786,39000,1995-02-28 00:00,F,793929600.0,1995.0,252.0,47.0,36.0,34.0,3.0,31.0,73.0,28.0,51.596963,0.072396,E00018674
899,CR8 4JJ,530632,160938,2145352,121000,1997-12-15 00:00,S,882144000.0,1997.0,329.0,75.0,38.0,49.0,12.0,41.0,89.0,25.0,51.33254,-0.126272,E00005118
900,SS8 9BP,579787,183787,2336318,109000,1997-06-27 00:00,D,867366000.0,1997.0,449.0,142.0,103.0,59.0,15.0,54.0,47.0,29.0,51.524368,0.590227,E00109149
901,RM1 2DG,551594,187670,11007807,102500,2004-12-16 00:00,F,1103155200.0,2004.0,175.0,63.0,26.0,18.0,4.0,21.0,34.0,9.0,51.567531,0.185846,E00011733
902,LU3 3EH,505504,225573,21119919,200000,2016-10-07 00:00,S,1475794800.0,2016.0,236.0,65.0,31.0,43.0,6.0,34.0,36.0,21.0,51.918717,-0.467461,E00079893
903,N20 9AG,526624,194081,7427869,235000,2001-08-16 00:00,S,997916400.0,2001.0,273.0,45.0,16.0,25.0,2.0,29.0,131.0,25.0,51.6313,-0.1719,E00001314
904,N12 0EB,526332,191576,11795704,400000,2005-11-10 00:00,S,1131580800.0,2005.0,275.0,40.0,24.0,38.0,5.0,25.0,109.0,34.0,51.608891,-0.177133,E00001560
905,SL4 4TA,492821,172958,13249956,475000,2006-12-13 00:00,F,1165968000.0,2006.0,220.0,35.0,25.0,29.0,16.0,26.0,81.0,8.0,51.448004,-0.665718,E00082113
906,LU7 9AQ,493395,215851,6880959,99000,2001-04-05 00:00,T,986425200.0,2001.0,244.0,39.0,39.0,52.0,7.0,26.0,74.0,7.0,51.833454,-0.645983,E00089336
907,EN4 9RN,527151,195857,10654058,290000,2004-02-02 00:00,S,1075680000.0,2004.0,258.0,43.0,28.0,36.0,7.0,25.0,108.0,11.0,51.647078,-0.163633,E00000841
908,EN4 9RN,527151,195857,10249764,399950,2004-01-21 00:00,D,1074643200.0,2004.0,258.0,43.0,28.0,36.0,7.0,25.0,108.0,11.0,51.647078,-0.163633,E00000841
909,BR2 6EW,542148,164846,17015038,1050000,2011-03-29 00:00,D,1301353200.0,2011.0,284.0,42.0,35.0,41.0,11.0,39.0,106.0,10.0,51.364655,0.040457,E00003187
910,EN5 4AU,524159,196356,4217189,83950,1999-07-16 00:00,F,932079600.0,1999.0,231.0,49.0,22.0,30.0,5.0,25.0,86.0,14.0,51.652355,-0.2066,E00001426
911,EN5 4AU,524159,196356,16000113,169000,2009-10-09 00:00,F,1255042800.0,2009.0,231.0,49.0,22.0,30.0,5.0,25.0,86.0,14.0,51.652355,-0.2066,E00001426
912,HP2 7AG,507190,207918,9622460,295000,2003-08-22 00:00,S,1061506800.0,2003.0,259.0,59.0,50.0,44.0,9.0,24.0,64.0,9.0,51.759699,-0.448319,E00118614
913,UB1 2EZ,513414,181459,2488972,72000,1997-11-11 00:00,T,879206400.0,1997.0,345.0,90.0,58.0,42.0,5.0,34.0,71.0,45.0,51.520672,-0.366744,E00006458
914,SW7 3QD,526525,178438,4942336,375000,1999-02-22 00:00,F,919641600.0,1999.0,222.0,13.0,4.0,5.0,2.0,21.0,148.0,29.0,51.490796,-0.179024,E00014116
915,SS6 9BH,579744,191184,11762222,193000,2005-02-07 00:00,S,1107734400.0,2005.0,216.0,52.0,34.0,38.0,6.0,22.0,57.0,7.0,51.590824,0.593314,E00111367
916,SG4 7NT,520674,225349,6075666,145000,2000-12-14 00:00,D,976752000.0,2000.0,105.0,13.0,13.0,12.0,2.0,15.0,50.0,0.0,51.913033,-0.247063,E00119968
917,SW9 9DH,530420,176051,18942573,485000,2013-11-06 00:00,F,1383696000.0,2013.0,265.0,41.0,22.0,17.0,1.0,25.0,137.0,22.0,51.468406,-0.123778,E00015609
918,UB6 9NA,513965,182892,17026103,485000,2011-11-25 00:00,S,1322179200.0,2011.0,258.0,50.0,18.0,29.0,7.0,26.0,89.0,39.0,51.533441,-0.358343,E00006340
919,AL4 8PP,517708,213796,15750945,245000,2009-01-30 00:00,D,1233273600.0,2009.0,261.0,37.0,25.0,40.0,7.0,19.0,130.0,3.0,51.810415,-0.294001,E00120589
920,NW8 0PL,526166,183243,18789857,1750000,2013-08-15 00:00,F,1376521200.0,2013.0,306.0,26.0,28.0,23.0,1.0,19.0,176.0,33.0,51.534003,-0.182404,E00023413
921,NW8 0PL,526166,183243,4542886,250000,1999-10-25 00:00,F,940806000.0,1999.0,306.0,26.0,28.0,23.0,1.0,19.0,176.0,33.0,51.534003,-0.182404,E00023413
922,IG6 2AZ,544191,190036,8235968,196000,2002-10-14 00:00,T,1034550000.0,2002.0,292.0,72.0,38.0,49.0,11.0,43.0,60.0,19.0,51.59073,0.080082,E00018646
923,CR7 8LA,532641,168426,12996590,170000,2006-07-04 00:00,T,1151967600.0,2006.0,278.0,42.0,47.0,51.0,4.0,38.0,64.0,32.0,51.399367,-0.09466,E00005715
924,E10 6NF,538414,187201,3977919,55000,1999-09-30 00:00,F,938646000.0,1999.0,210.0,39.0,22.0,25.0,0.0,17.0,81.0,26.0,51.566703,-0.004373,E00021992
925,LU4 8LA,507252,222735,10354720,109018,2004-07-27 00:00,T,1090882800.0,2004.0,418.0,107.0,66.0,56.0,9.0,41.0,76.0,63.0,51.892857,-0.442836,E00079807
926,NW9 9LA,519611,189400,11837426,274500,2005-07-29 00:00,T,1122591600.0,2005.0,348.0,74.0,41.0,43.0,6.0,37.0,95.0,52.0,51.590754,-0.274741,E00002869
927,SW4 6AA,529402,176117,18291371,905500,2013-08-02 00:00,T,1375398000.0,2013.0,326.0,19.0,14.0,31.0,3.0,20.0,218.0,21.0,51.469232,-0.138387,E00015334
928,LU6 1TH,500547,221879,16696096,153000,2010-12-20 00:00,S,1292803200.0,2010.0,265.0,63.0,41.0,41.0,20.0,31.0,58.0,11.0,51.886412,-0.540486,E00088819
929,CR6 9DA,536105,158191,7605005,240000,2002-03-15 00:00,D,1016150400.0,2002.0,291.0,69.0,37.0,52.0,10.0,24.0,85.0,14.0,51.306571,-0.048807,E00157311
930,TN2 5LB,558217,138291,1696919,143500,1996-07-08 00:00,D,836780400.0,1996.0,245.0,25.0,13.0,36.0,3.0,45.0,110.0,13.0,51.12206,0.259381,E00125965
931,SL6 6EJ,487495,181085,13119449,236750,2006-06-09 00:00,S,1149807600.0,2006.0,244.0,30.0,19.0,32.0,5.0,33.0,116.0,9.0,51.521961,-0.740341,E00083436
932,NW3 5LD,526509,184548,10392254,250000,2004-06-28 00:00,F,1088377200.0,2004.0,203.0,12.0,9.0,11.0,0.0,8.0,124.0,39.0,51.545655,-0.176993,E00004339
933,E17 3JF,538166,189630,1669017,63500,1996-07-19 00:00,T,837730800.0,1996.0,208.0,61.0,23.0,22.0,1.0,21.0,63.0,17.0,51.58858,-0.006952,E00022463
934,UB7 7NL,506449,179557,7883186,152950,2002-02-22 00:00,F,1014336000.0,2002.0,286.0,56.0,36.0,24.0,8.0,32.0,101.0,29.0,51.504896,-0.467724,E00012595
935,UB7 7NL,506449,179557,7867225,150095,2002-01-22 00:00,F,1011657600.0,2002.0,286.0,56.0,36.0,24.0,8.0,32.0,101.0,29.0,51.504896,-0.467724,E00012595
936,N21 3NQ,531551,194490,2099224,64000,1997-11-07 00:00,F,878860800.0,1997.0,217.0,38.0,21.0,28.0,3.0,20.0,97.0,10.0,51.633925,-0.100482,E00007759
937,IG7 4DU,545998,192108,2443928,72500,1997-06-27 00:00,S,867366000.0,1997.0,270.0,88.0,48.0,37.0,11.0,23.0,43.0,20.0,51.608882,0.107009,E00018735
938,KT2 7BW,519643,170030,18270340,485000,2012-02-10 00:00,T,1328832000.0,2012.0,248.0,10.0,16.0,33.0,0.0,35.0,132.0,22.0,51.41668,-0.280886,E00014887
939,AL2 1RQ,517884,203928,7163112,106000,2001-04-27 00:00,F,988326000.0,2001.0,236.0,45.0,44.0,29.0,8.0,23.0,71.0,16.0,51.721694,-0.294794,E00120393
